instance,algorithm,randomSeed,epsilon,horizon,REG
small_scale,round-robin,46,0.02,51200,10186.0
small_scale,round-robin,46,0.02,204800,41014.0
small_scale,round-robin,47,0.02,50,11.0
small_scale,round-robin,47,0.02,200,42.0
small_scale,round-robin,47,0.02,800,171.0
small_scale,round-robin,47,0.02,3200,674.0
small_scale,round-robin,47,0.02,12800,2517.0
small_scale,round-robin,47,0.02,51200,10130.0
small_scale,round-robin,47,0.02,204800,41004.0
small_scale,round-robin,48,0.02,50,3.0
small_scale,round-robin,48,0.02,200,39.0
small_scale,round-robin,48,0.02,800,157.0
small_scale,round-robin,48,0.02,3200,654.0
small_scale,round-robin,48,0.02,12800,2650.0
small_scale,round-robin,48,0.02,51200,10374.0
small_scale,round-robin,48,0.02,204800,41097.0
small_scale,round-robin,49,0.02,50,17.0
small_scale,round-robin,49,0.02,200,44.0
small_scale,round-robin,49,0.02,800,163.0
small_scale,round-robin,49,0.02,3200,633.0
small_scale,round-robin,49,0.02,12800,2501.0
small_scale,round-robin,49,0.02,51200,10150.0
small_scale,round-robin,49,0.02,204800,40869.0
small_scale,thompson-sampling,0,0.02,50,1.0
small_scale,thompson-sampling,0,0.02,200,7.0
small_scale,thompson-sampling,0,0.02,800,14.0
small_scale,thompson-sampling,0,0.02,3200,-11.0
small_scale,thompson-sampling,0,0.02,12800,14.0
small_scale,thompson-sampling,0,0.02,51200,8.0
small_scale,thompson-sampling,0,0.02,204800,27.0
small_scale,thompson-sampling,1,0.02,50,7.0
small_scale,thompson-sampling,1,0.02,200,7.0
small_scale,thompson-sampling,1,0.02,800,-3.0
small_scale,thompson-sampling,1,0.02,3200,13.0
small_scale,thompson-sampling,1,0.02,12800,25.0
small_scale,thompson-sampling,1,0.02,51200,-24.0
small_scale,thompson-sampling,1,0.02,204800,-277.0
small_scale,thompson-sampling,2,0.02,50,-1.0
small_scale,thompson-sampling,2,0.02,200,6.0
small_scale,thompson-sampling,2,0.02,800,-10.0
small_scale,thompson-sampling,2,0.02,3200,-3.0
small_scale,thompson-sampling,2,0.02,12800,51.0
small_scale,thompson-sampling,2,0.02,51200,10.0
small_scale,thompson-sampling,2,0.02,204800,43.0
small_scale,thompson-sampling,3,0.02,50,4.0
small_scale,thompson-sampling,3,0.02,200,24.0
small_scale,thompson-sampling,3,0.02,800,18.0
small_scale,thompson-sampling,3,0.02,3200,21.0
small_scale,thompson-sampling,3,0.02,12800,1.0
small_scale,thompson-sampling,3,0.02,51200,75.0
small_scale,thompson-sampling,3,0.02,204800,23.0
small_scale,thompson-sampling,4,0.02,50,1.0
small_scale,thompson-sampling,4,0.02,200,3.0
small_scale,thompson-sampling,4,0.02,800,25.0
small_scale,thompson-sampling,4,0.02,3200,56.0
small_scale,thompson-sampling,4,0.02,12800,58.0
small_scale,thompson-sampling,4,0.02,51200,1.0
small_scale,thompson-sampling,4,0.02,204800,24.0
small_scale,thompson-sampling,5,0.02,50,3.0
small_scale,thompson-sampling,5,0.02,200,2.0
small_scale,thompson-sampling,5,0.02,800,4.0
small_scale,thompson-sampling,5,0.02,3200,21.0
small_scale,thompson-sampling,5,0.02,12800,-16.0
small_scale,thompson-sampling,5,0.02,51200,-67.0
small_scale,thompson-sampling,5,0.02,204800,-448.0
small_scale,thompson-sampling,6,0.02,50,3.0
small_scale,thompson-sampling,6,0.02,200,6.0
small_scale,thompson-sampling,6,0.02,800,23.0
small_scale,thompson-sampling,6,0.02,3200,7.0
small_scale,thompson-sampling,6,0.02,12800,-86.0
small_scale,thompson-sampling,6,0.02,51200,-136.0
small_scale,thompson-sampling,6,0.02,204800,247.0
small_scale,thompson-sampling,7,0.02,50,0.0
small_scale,thompson-sampling,7,0.02,200,-2.0
small_scale,thompson-sampling,7,0.02,800,0.0
small_scale,thompson-sampling,7,0.02,3200,42.0
small_scale,thompson-sampling,7,0.02,12800,51.0
small_scale,thompson-sampling,7,0.02,51200,-47.0
small_scale,thompson-sampling,7,0.02,204800,49.0
small_scale,thompson-sampling,8,0.02,50,1.0
small_scale,thompson-sampling,8,0.02,200,11.0
small_scale,thompson-sampling,8,0.02,800,2.0
small_scale,thompson-sampling,8,0.02,3200,11.0
small_scale,thompson-sampling,8,0.02,12800,81.0
small_scale,thompson-sampling,8,0.02,51200,219.0
small_scale,thompson-sampling,8,0.02,204800,163.0
small_scale,thompson-sampling,9,0.02,50,2.0
small_scale,thompson-sampling,9,0.02,200,0.0
small_scale,thompson-sampling,9,0.02,800,-7.0
small_scale,thompson-sampling,9,0.02,3200,-10.0
small_scale,thompson-sampling,9,0.02,12800,47.0
small_scale,thompson-sampling,9,0.02,51200,-52.0
small_scale,thompson-sampling,9,0.02,204800,-2.0
small_scale,thompson-sampling,10,0.02,50,4.0
small_scale,thompson-sampling,10,0.02,200,1.0
small_scale,thompson-sampling,10,0.02,800,1.0
small_scale,thompson-sampling,10,0.02,3200,-33.0
small_scale,thompson-sampling,10,0.02,12800,-62.0
small_scale,thompson-sampling,10,0.02,51200,43.0
small_scale,thompson-sampling,10,0.02,204800,71.0
small_scale,thompson-sampling,11,0.02,50,8.0
small_scale,thompson-sampling,11,0.02,200,9.0
small_scale,thompson-sampling,11,0.02,800,-7.0
small_scale,thompson-sampling,11,0.02,3200,-10.0
small_scale,thompson-sampling,11,0.02,12800,3.0
small_scale,thompson-sampling,11,0.02,51200,-184.0
small_scale,thompson-sampling,11,0.02,204800,-45.0
small_scale,thompson-sampling,12,0.02,50,4.0
small_scale,thompson-sampling,12,0.02,200,7.0
small_scale,thompson-sampling,12,0.02,800,12.0
small_scale,thompson-sampling,12,0.02,3200,21.0
small_scale,thompson-sampling,12,0.02,12800,57.0
small_scale,thompson-sampling,12,0.02,51200,189.0
small_scale,thompson-sampling,12,0.02,204800,399.0
small_scale,thompson-sampling,13,0.02,50,7.0
small_scale,thompson-sampling,13,0.02,200,2.0
small_scale,thompson-sampling,13,0.02,800,21.0
small_scale,thompson-sampling,13,0.02,3200,27.0
small_scale,thompson-sampling,13,0.02,12800,107.0
small_scale,thompson-sampling,13,0.02,51200,159.0
small_scale,thompson-sampling,13,0.02,204800,212.0
small_scale,thompson-sampling,14,0.02,50,-2.0
small_scale,thompson-sampling,14,0.02,200,-1.0
small_scale,thompson-sampling,14,0.02,800,12.0
small_scale,thompson-sampling,14,0.02,3200,14.0
small_scale,thompson-sampling,14,0.02,12800,-28.0
small_scale,thompson-sampling,14,0.02,51200,-9.0
small_scale,thompson-sampling,14,0.02,204800,-151.0
small_scale,thompson-sampling,15,0.02,50,1.0
small_scale,thompson-sampling,15,0.02,200,-5.0
small_scale,thompson-sampling,15,0.02,800,-4.0
small_scale,thompson-sampling,15,0.02,3200,-23.0
small_scale,thompson-sampling,15,0.02,12800,-73.0
small_scale,thompson-sampling,15,0.02,51200,-47.0
small_scale,thompson-sampling,15,0.02,204800,33.0
small_scale,thompson-sampling,16,0.02,50,2.0
small_scale,thompson-sampling,16,0.02,200,2.0
small_scale,thompson-sampling,16,0.02,800,6.0
small_scale,thompson-sampling,16,0.02,3200,4.0
small_scale,thompson-sampling,16,0.02,12800,-44.0
small_scale,thompson-sampling,16,0.02,51200,45.0
small_scale,thompson-sampling,16,0.02,204800,201.0
small_scale,thompson-sampling,17,0.02,50,0.0
small_scale,thompson-sampling,17,0.02,200,1.0
small_scale,thompson-sampling,17,0.02,800,7.0
small_scale,thompson-sampling,17,0.02,3200,-68.0
small_scale,thompson-sampling,17,0.02,12800,-74.0
small_scale,thompson-sampling,17,0.02,51200,-70.0
small_scale,thompson-sampling,17,0.02,204800,189.0
small_scale,thompson-sampling,18,0.02,50,-2.0
small_scale,thompson-sampling,18,0.02,200,1.0
small_scale,thompson-sampling,18,0.02,800,6.0
small_scale,thompson-sampling,18,0.02,3200,19.0
small_scale,thompson-sampling,18,0.02,12800,10.0
small_scale,thompson-sampling,18,0.02,51200,62.0
small_scale,thompson-sampling,18,0.02,204800,190.0
small_scale,thompson-sampling,19,0.02,50,3.0
small_scale,thompson-sampling,19,0.02,200,3.0
small_scale,thompson-sampling,19,0.02,800,-9.0
small_scale,thompson-sampling,19,0.02,3200,-34.0
small_scale,thompson-sampling,19,0.02,12800,5.0
small_scale,thompson-sampling,19,0.02,51200,-84.0
small_scale,thompson-sampling,19,0.02,204800,145.0
small_scale,thompson-sampling,20,0.02,50,2.0
small_scale,thompson-sampling,20,0.02,200,0.0
small_scale,thompson-sampling,20,0.02,800,12.0
small_scale,thompson-sampling,20,0.02,3200,21.0
small_scale,thompson-sampling,20,0.02,12800,24.0
small_scale,thompson-sampling,20,0.02,51200,-21.0
small_scale,thompson-sampling,20,0.02,204800,-116.0
small_scale,thompson-sampling,21,0.02,50,7.0
small_scale,thompson-sampling,21,0.02,200,5.0
small_scale,thompson-sampling,21,0.02,800,8.0
small_scale,thompson-sampling,21,0.02,3200,8.0
small_scale,thompson-sampling,21,0.02,12800,5.0
small_scale,thompson-sampling,21,0.02,51200,46.0
small_scale,thompson-sampling,21,0.02,204800,-111.0
small_scale,thompson-sampling,22,0.02,50,2.0
small_scale,thompson-sampling,22,0.02,200,9.0
small_scale,thompson-sampling,22,0.02,800,13.0
small_scale,thompson-sampling,22,0.02,3200,16.0
small_scale,thompson-sampling,22,0.02,12800,106.0
small_scale,thompson-sampling,22,0.02,51200,30.0
small_scale,thompson-sampling,22,0.02,204800,-44.0
small_scale,thompson-sampling,23,0.02,50,3.0
small_scale,thompson-sampling,23,0.02,200,12.0
small_scale,thompson-sampling,23,0.02,800,30.0
small_scale,thompson-sampling,23,0.02,3200,63.0
small_scale,thompson-sampling,23,0.02,12800,54.0
small_scale,thompson-sampling,23,0.02,51200,217.0
small_scale,thompson-sampling,23,0.02,204800,361.0
small_scale,thompson-sampling,24,0.02,50,5.0
small_scale,thompson-sampling,24,0.02,200,-3.0
small_scale,thompson-sampling,24,0.02,800,14.0
small_scale,thompson-sampling,24,0.02,3200,45.0
small_scale,thompson-sampling,24,0.02,12800,77.0
small_scale,thompson-sampling,24,0.02,51200,96.0
small_scale,thompson-sampling,24,0.02,204800,208.0
small_scale,thompson-sampling,25,0.02,50,-1.0
small_scale,thompson-sampling,25,0.02,200,-2.0
small_scale,thompson-sampling,25,0.02,800,-10.0
small_scale,thompson-sampling,25,0.02,3200,10.0
small_scale,thompson-sampling,25,0.02,12800,25.0
small_scale,thompson-sampling,25,0.02,51200,31.0
small_scale,thompson-sampling,25,0.02,204800,-45.0
small_scale,thompson-sampling,26,0.02,50,4.0
small_scale,thompson-sampling,26,0.02,200,6.0
small_scale,thompson-sampling,26,0.02,800,21.0
small_scale,thompson-sampling,26,0.02,3200,-25.0
small_scale,thompson-sampling,26,0.02,12800,46.0
small_scale,thompson-sampling,26,0.02,51200,28.0
small_scale,thompson-sampling,26,0.02,204800,-146.0
small_scale,thompson-sampling,27,0.02,50,0.0
small_scale,thompson-sampling,27,0.02,200,13.0
small_scale,thompson-sampling,27,0.02,800,18.0
small_scale,thompson-sampling,27,0.02,3200,13.0
small_scale,thompson-sampling,27,0.02,12800,4.0
small_scale,thompson-sampling,27,0.02,51200,166.0
small_scale,thompson-sampling,27,0.02,204800,69.0
small_scale,thompson-sampling,28,0.02,50,8.0
small_scale,thompson-sampling,28,0.02,200,11.0
small_scale,thompson-sampling,28,0.02,800,9.0
small_scale,thompson-sampling,28,0.02,3200,23.0
small_scale,thompson-sampling,28,0.02,12800,3.0
small_scale,thompson-sampling,28,0.02,51200,-13.0
small_scale,thompson-sampling,28,0.02,204800,120.0
small_scale,thompson-sampling,29,0.02,50,0.0
small_scale,thompson-sampling,29,0.02,200,-4.0
small_scale,thompson-sampling,29,0.02,800,8.0
small_scale,thompson-sampling,29,0.02,3200,24.0
small_scale,thompson-sampling,29,0.02,12800,74.0
small_scale,thompson-sampling,29,0.02,51200,42.0
small_scale,thompson-sampling,29,0.02,204800,173.0
small_scale,thompson-sampling,30,0.02,50,4.0
small_scale,thompson-sampling,30,0.02,200,9.0
small_scale,thompson-sampling,30,0.02,800,18.0
small_scale,thompson-sampling,30,0.02,3200,5.0
small_scale,thompson-sampling,30,0.02,12800,-12.0
small_scale,thompson-sampling,30,0.02,51200,-42.0
small_scale,thompson-sampling,30,0.02,204800,5.0
small_scale,thompson-sampling,31,0.02,50,2.0
small_scale,thompson-sampling,31,0.02,200,-4.0
small_scale,thompson-sampling,31,0.02,800,-9.0
small_scale,thompson-sampling,31,0.02,3200,30.0
small_scale,thompson-sampling,31,0.02,12800,43.0
small_scale,thompson-sampling,31,0.02,51200,51.0
small_scale,thompson-sampling,31,0.02,204800,196.0
small_scale,thompson-sampling,32,0.02,50,-3.0
small_scale,thompson-sampling,32,0.02,200,5.0
small_scale,thompson-sampling,32,0.02,800,10.0
small_scale,thompson-sampling,32,0.02,3200,-37.0
small_scale,thompson-sampling,32,0.02,12800,-101.0
small_scale,thompson-sampling,32,0.02,51200,-137.0
small_scale,thompson-sampling,32,0.02,204800,44.0
small_scale,thompson-sampling,33,0.02,50,4.0
small_scale,thompson-sampling,33,0.02,200,1.0
small_scale,thompson-sampling,33,0.02,800,2.0
small_scale,thompson-sampling,33,0.02,3200,34.0
small_scale,thompson-sampling,33,0.02,12800,71.0
small_scale,thompson-sampling,33,0.02,51200,134.0
small_scale,thompson-sampling,33,0.02,204800,-285.0
small_scale,thompson-sampling,34,0.02,50,2.0
small_scale,thompson-sampling,34,0.02,200,0.0
small_scale,thompson-sampling,34,0.02,800,1.0
small_scale,thompson-sampling,34,0.02,3200,15.0
small_scale,thompson-sampling,34,0.02,12800,23.0
small_scale,thompson-sampling,34,0.02,51200,141.0
small_scale,thompson-sampling,34,0.02,204800,13.0
small_scale,thompson-sampling,35,0.02,50,1.0
small_scale,thompson-sampling,35,0.02,200,8.0
small_scale,thompson-sampling,35,0.02,800,8.0
small_scale,thompson-sampling,35,0.02,3200,-14.0
small_scale,thompson-sampling,35,0.02,12800,-15.0
small_scale,thompson-sampling,35,0.02,51200,37.0
small_scale,thompson-sampling,35,0.02,204800,308.0
small_scale,thompson-sampling,36,0.02,50,2.0
small_scale,thompson-sampling,36,0.02,200,2.0
small_scale,thompson-sampling,36,0.02,800,2.0
small_scale,thompson-sampling,36,0.02,3200,57.0
small_scale,thompson-sampling,36,0.02,12800,100.0
small_scale,thompson-sampling,36,0.02,51200,189.0
small_scale,thompson-sampling,36,0.02,204800,334.0
small_scale,thompson-sampling,37,0.02,50,0.0
small_scale,thompson-sampling,37,0.02,200,6.0
small_scale,thompson-sampling,37,0.02,800,11.0
small_scale,thompson-sampling,37,0.02,3200,7.0
small_scale,thompson-sampling,37,0.02,12800,-26.0
small_scale,thompson-sampling,37,0.02,51200,126.0
small_scale,thompson-sampling,37,0.02,204800,-171.0
small_scale,thompson-sampling,38,0.02,50,-3.0
small_scale,thompson-sampling,38,0.02,200,6.0
small_scale,thompson-sampling,38,0.02,800,-8.0
small_scale,thompson-sampling,38,0.02,3200,2.0
small_scale,thompson-sampling,38,0.02,12800,22.0
small_scale,thompson-sampling,38,0.02,51200,-30.0
small_scale,thompson-sampling,38,0.02,204800,-170.0
small_scale,thompson-sampling,39,0.02,50,0.0
small_scale,thompson-sampling,39,0.02,200,0.0
small_scale,thompson-sampling,39,0.02,800,6.0
small_scale,thompson-sampling,39,0.02,3200,6.0
small_scale,thompson-sampling,39,0.02,12800,10.0
small_scale,thompson-sampling,39,0.02,51200,-53.0
small_scale,thompson-sampling,39,0.02,204800,-69.0
small_scale,thompson-sampling,40,0.02,50,2.0
small_scale,thompson-sampling,40,0.02,200,6.0
small_scale,thompson-sampling,40,0.02,800,-9.0
small_scale,thompson-sampling,40,0.02,3200,-25.0
small_scale,thompson-sampling,40,0.02,12800,29.0
small_scale,thompson-sampling,40,0.02,51200,27.0
small_scale,thompson-sampling,40,0.02,204800,19.0
small_scale,thompson-sampling,41,0.02,50,5.0
small_scale,thompson-sampling,41,0.02,200,12.0
small_scale,thompson-sampling,41,0.02,800,-6.0
small_scale,thompson-sampling,41,0.02,3200,6.0
small_scale,thompson-sampling,41,0.02,12800,-3.0
small_scale,thompson-sampling,41,0.02,51200,-101.0
small_scale,thompson-sampling,41,0.02,204800,-301.0
small_scale,thompson-sampling,42,0.02,50,2.0
small_scale,thompson-sampling,42,0.02,200,-1.0
small_scale,thompson-sampling,42,0.02,800,0.0
small_scale,thompson-sampling,42,0.02,3200,-21.0
small_scale,thompson-sampling,42,0.02,12800,-77.0
small_scale,thompson-sampling,42,0.02,51200,-191.0
small_scale,thompson-sampling,42,0.02,204800,-222.0
small_scale,thompson-sampling,43,0.02,50,1.0
small_scale,thompson-sampling,43,0.02,200,-7.0
small_scale,thompson-sampling,43,0.02,800,-15.0
small_scale,thompson-sampling,43,0.02,3200,-21.0
small_scale,thompson-sampling,43,0.02,12800,-78.0
small_scale,thompson-sampling,43,0.02,51200,-176.0
small_scale,thompson-sampling,43,0.02,204800,-267.0
small_scale,thompson-sampling,44,0.02,50,-2.0
small_scale,thompson-sampling,44,0.02,200,-9.0
small_scale,thompson-sampling,44,0.02,800,-5.0
small_scale,thompson-sampling,44,0.02,3200,2.0
small_scale,thompson-sampling,44,0.02,12800,73.0
small_scale,thompson-sampling,44,0.02,51200,-71.0
small_scale,thompson-sampling,44,0.02,204800,169.0
small_scale,thompson-sampling,45,0.02,50,17.0
small_scale,thompson-sampling,45,0.02,200,11.0
small_scale,thompson-sampling,45,0.02,800,15.0
small_scale,thompson-sampling,45,0.02,3200,38.0
small_scale,thompson-sampling,45,0.02,12800,67.0
small_scale,thompson-sampling,45,0.02,51200,67.0
small_scale,thompson-sampling,45,0.02,204800,-22.0
small_scale,thompson-sampling,46,0.02,50,2.0
small_scale,thompson-sampling,46,0.02,200,5.0
small_scale,thompson-sampling,46,0.02,800,-17.0
small_scale,thompson-sampling,46,0.02,3200,-32.0
small_scale,thompson-sampling,46,0.02,12800,-7.0
small_scale,thompson-sampling,46,0.02,51200,-43.0
small_scale,thompson-sampling,46,0.02,204800,-231.0
small_scale,thompson-sampling,47,0.02,50,2.0
small_scale,thompson-sampling,47,0.02,200,6.0
small_scale,thompson-sampling,47,0.02,800,-4.0
small_scale,thompson-sampling,47,0.02,3200,-27.0
small_scale,thompson-sampling,47,0.02,12800,-52.0
small_scale,thompson-sampling,47,0.02,51200,78.0
small_scale,thompson-sampling,47,0.02,204800,-48.0
small_scale,thompson-sampling,48,0.02,50,3.0
small_scale,thompson-sampling,48,0.02,200,-3.0
small_scale,thompson-sampling,48,0.02,800,-1.0
small_scale,thompson-sampling,48,0.02,3200,15.0
small_scale,thompson-sampling,48,0.02,12800,-20.0
small_scale,thompson-sampling,48,0.02,51200,-125.0
small_scale,thompson-sampling,48,0.02,204800,-117.0
small_scale,thompson-sampling,49,0.02,50,4.0
small_scale,thompson-sampling,49,0.02,200,3.0
small_scale,thompson-sampling,49,0.02,800,-5.0
small_scale,thompson-sampling,49,0.02,3200,19.0
small_scale,thompson-sampling,49,0.02,12800,38.0
small_scale,thompson-sampling,49,0.02,51200,151.0
small_scale,thompson-sampling,49,0.02,204800,275.0
small_scale,ucb,0,0.02,50,4.0
small_scale,ucb,0,0.02,200,6.0
small_scale,ucb,0,0.02,800,16.0
small_scale,ucb,0,0.02,3200,61.0
small_scale,ucb,0,0.02,12800,-10.0
small_scale,ucb,0,0.02,51200,23.0
small_scale,ucb,0,0.02,204800,254.0
small_scale,ucb,1,0.02,50,5.0
small_scale,ucb,1,0.02,200,13.0
small_scale,ucb,1,0.02,800,25.0
small_scale,ucb,1,0.02,3200,36.0
small_scale,ucb,1,0.02,12800,6.0
small_scale,ucb,1,0.02,51200,33.0
small_scale,ucb,1,0.02,204800,-44.0
small_scale,ucb,2,0.02,50,1.0
small_scale,ucb,2,0.02,200,0.0
small_scale,ucb,2,0.02,800,14.0
small_scale,ucb,2,0.02,3200,16.0
small_scale,ucb,2,0.02,12800,20.0
small_scale,ucb,2,0.02,51200,153.0
small_scale,ucb,2,0.02,204800,-8.0
small_scale,ucb,3,0.02,50,0.0
small_scale,ucb,3,0.02,200,10.0
small_scale,ucb,3,0.02,800,-2.0
small_scale,ucb,3,0.02,3200,16.0
small_scale,ucb,3,0.02,12800,-25.0
small_scale,ucb,3,0.02,51200,27.0
small_scale,ucb,3,0.02,204800,316.0
small_scale,ucb,4,0.02,50,3.0
small_scale,ucb,4,0.02,200,18.0
small_scale,ucb,4,0.02,800,21.0
small_scale,ucb,4,0.02,3200,62.0
small_scale,ucb,4,0.02,12800,80.0
small_scale,ucb,4,0.02,51200,261.0
small_scale,ucb,4,0.02,204800,121.0
small_scale,ucb,5,0.02,50,3.0
small_scale,ucb,5,0.02,200,16.0
small_scale,ucb,5,0.02,800,21.0
small_scale,ucb,5,0.02,3200,26.0
small_scale,ucb,5,0.02,12800,71.0
small_scale,ucb,5,0.02,51200,71.0
small_scale,ucb,5,0.02,204800,24.0
small_scale,ucb,6,0.02,50,8.0
small_scale,ucb,6,0.02,200,7.0
small_scale,ucb,6,0.02,800,31.0
small_scale,ucb,6,0.02,3200,78.0
small_scale,ucb,6,0.02,12800,91.0
small_scale,ucb,6,0.02,51200,65.0
small_scale,ucb,6,0.02,204800,63.0
small_scale,ucb,7,0.02,50,4.0
small_scale,ucb,7,0.02,200,16.0
small_scale,ucb,7,0.02,800,35.0
small_scale,ucb,7,0.02,3200,33.0
small_scale,ucb,7,0.02,12800,71.0
small_scale,ucb,7,0.02,51200,136.0
small_scale,ucb,7,0.02,204800,411.0
small_scale,ucb,8,0.02,50,4.0
small_scale,ucb,8,0.02,200,7.0
small_scale,ucb,8,0.02,800,3.0
small_scale,ucb,8,0.02,3200,-21.0
small_scale,ucb,8,0.02,12800,-13.0
small_scale,ucb,8,0.02,51200,-168.0
small_scale,ucb,8,0.02,204800,-261.0
small_scale,ucb,9,0.02,50,9.0
small_scale,ucb,9,0.02,200,9.0
small_scale,ucb,9,0.02,800,11.0
small_scale,ucb,9,0.02,3200,27.0
small_scale,ucb,9,0.02,12800,51.0
small_scale,ucb,9,0.02,51200,68.0
small_scale,ucb,9,0.02,204800,-12.0
small_scale,ucb,10,0.02,50,4.0
small_scale,ucb,10,0.02,200,1.0
small_scale,ucb,10,0.02,800,17.0
small_scale,ucb,10,0.02,3200,19.0
small_scale,ucb,10,0.02,12800,-22.0
small_scale,ucb,10,0.02,51200,19.0
small_scale,ucb,10,0.02,204800,137.0
small_scale,ucb,11,0.02,50,6.0
small_scale,ucb,11,0.02,200,14.0
small_scale,ucb,11,0.02,800,26.0
small_scale,ucb,11,0.02,3200,27.0
small_scale,ucb,11,0.02,12800,40.0
small_scale,ucb,11,0.02,51200,93.0
small_scale,ucb,11,0.02,204800,33.0
small_scale,ucb,12,0.02,50,4.0
small_scale,ucb,12,0.02,200,11.0
small_scale,ucb,12,0.02,800,30.0
small_scale,ucb,12,0.02,3200,20.0
small_scale,ucb,12,0.02,12800,60.0
small_scale,ucb,12,0.02,51200,-16.0
small_scale,ucb,12,0.02,204800,-1.0
small_scale,ucb,13,0.02,50,4.0
small_scale,ucb,13,0.02,200,9.0
small_scale,ucb,13,0.02,800,16.0
small_scale,ucb,13,0.02,3200,34.0
small_scale,ucb,13,0.02,12800,121.0
small_scale,ucb,13,0.02,51200,103.0
small_scale,ucb,13,0.02,204800,172.0
small_scale,ucb,14,0.02,50,3.0
small_scale,ucb,14,0.02,200,2.0
small_scale,ucb,14,0.02,800,19.0
small_scale,ucb,14,0.02,3200,32.0
small_scale,ucb,14,0.02,12800,33.0
small_scale,ucb,14,0.02,51200,110.0
small_scale,ucb,14,0.02,204800,98.0
small_scale,ucb,15,0.02,50,0.0
small_scale,ucb,15,0.02,200,7.0
small_scale,ucb,15,0.02,800,10.0
small_scale,ucb,15,0.02,3200,35.0
small_scale,ucb,15,0.02,12800,107.0
small_scale,ucb,15,0.02,51200,-22.0
small_scale,ucb,15,0.02,204800,-113.0
small_scale,ucb,16,0.02,50,-2.0
small_scale,ucb,16,0.02,200,7.0
small_scale,ucb,16,0.02,800,17.0
small_scale,ucb,16,0.02,3200,42.0
small_scale,ucb,16,0.02,12800,93.0
small_scale,ucb,16,0.02,51200,-26.0
small_scale,ucb,16,0.02,204800,21.0
small_scale,ucb,17,0.02,50,2.0
small_scale,ucb,17,0.02,200,11.0
small_scale,ucb,17,0.02,800,21.0
small_scale,ucb,17,0.02,3200,-13.0
small_scale,ucb,17,0.02,12800,-33.0
small_scale,ucb,17,0.02,51200,-93.0
small_scale,ucb,17,0.02,204800,-301.0
small_scale,ucb,18,0.02,50,4.0
small_scale,ucb,18,0.02,200,13.0
small_scale,ucb,18,0.02,800,21.0
small_scale,ucb,18,0.02,3200,-15.0
small_scale,ucb,18,0.02,12800,-60.0
small_scale,ucb,18,0.02,51200,-69.0
small_scale,ucb,18,0.02,204800,-154.0
small_scale,ucb,19,0.02,50,2.0
small_scale,ucb,19,0.02,200,8.0
small_scale,ucb,19,0.02,800,-2.0
small_scale,ucb,19,0.02,3200,-13.0
small_scale,ucb,19,0.02,12800,14.0
small_scale,ucb,19,0.02,51200,13.0
small_scale,ucb,19,0.02,204800,-47.0
small_scale,ucb,20,0.02,50,3.0
small_scale,ucb,20,0.02,200,10.0
small_scale,ucb,20,0.02,800,22.0
small_scale,ucb,20,0.02,3200,38.0
small_scale,ucb,20,0.02,12800,81.0
small_scale,ucb,20,0.02,51200,99.0
small_scale,ucb,20,0.02,204800,120.0
small_scale,ucb,21,0.02,50,8.0
small_scale,ucb,21,0.02,200,14.0
small_scale,ucb,21,0.02,800,22.0
small_scale,ucb,21,0.02,3200,36.0
small_scale,ucb,21,0.02,12800,86.0
small_scale,ucb,21,0.02,51200,93.0
small_scale,ucb,21,0.02,204800,200.0
small_scale,ucb,22,0.02,50,5.0
small_scale,ucb,22,0.02,200,14.0
small_scale,ucb,22,0.02,800,8.0
small_scale,ucb,22,0.02,3200,9.0
small_scale,ucb,22,0.02,12800,65.0
small_scale,ucb,22,0.02,51200,84.0
small_scale,ucb,22,0.02,204800,493.0
small_scale,ucb,23,0.02,50,5.0
small_scale,ucb,23,0.02,200,12.0
small_scale,ucb,23,0.02,800,1.0
small_scale,ucb,23,0.02,3200,25.0
small_scale,ucb,23,0.02,12800,56.0
small_scale,ucb,23,0.02,51200,49.0
small_scale,ucb,23,0.02,204800,223.0
small_scale,ucb,24,0.02,50,13.0
small_scale,ucb,24,0.02,200,19.0
small_scale,ucb,24,0.02,800,28.0
small_scale,ucb,24,0.02,3200,40.0
small_scale,ucb,24,0.02,12800,30.0
small_scale,ucb,24,0.02,51200,148.0
small_scale,ucb,24,0.02,204800,96.0
small_scale,ucb,25,0.02,50,1.0
small_scale,ucb,25,0.02,200,2.0
small_scale,ucb,25,0.02,800,25.0
small_scale,ucb,25,0.02,3200,53.0
small_scale,ucb,25,0.02,12800,82.0
small_scale,ucb,25,0.02,51200,140.0
small_scale,ucb,25,0.02,204800,124.0
small_scale,ucb,26,0.02,50,6.0
small_scale,ucb,26,0.02,200,13.0
small_scale,ucb,26,0.02,800,23.0
small_scale,ucb,26,0.02,3200,42.0
small_scale,ucb,26,0.02,12800,61.0
small_scale,ucb,26,0.02,51200,171.0
small_scale,ucb,26,0.02,204800,200.0
small_scale,ucb,27,0.02,50,8.0
small_scale,ucb,27,0.02,200,26.0
small_scale,ucb,27,0.02,800,32.0
small_scale,ucb,27,0.02,3200,53.0
small_scale,ucb,27,0.02,12800,93.0
small_scale,ucb,27,0.02,51200,152.0
small_scale,ucb,27,0.02,204800,297.0
small_scale,ucb,28,0.02,50,4.0
small_scale,ucb,28,0.02,200,7.0
small_scale,ucb,28,0.02,800,29.0
small_scale,ucb,28,0.02,3200,49.0
small_scale,ucb,28,0.02,12800,115.0
